Corporate Name,Corporation Number,Business Number
13938387 Canada Foundation,1393838-7,732765201RC0001
13938417 Canada Foundation,1393841-7,733825707RC0001
13939995 Canada Foundation,1393999-5,733976302RC0001
13940012 Canada Foundation,1394001-2,732938006RC0001
13940039 Canada Foundation,1394003-9,733962104RC0001
13940047 Canada Foundation,1394004-7,733961502RC0001
13940055 Canada Foundation,1394005-5,732898408RC0001
13940063 Canada Foundation,1394006-3,733961106RC0001
13940071 Canada Foundation,1394007-1,732910609RC0001
13940110 Canada Foundation,1394011-0,733974901RC0001
13940136 Canada Foundation,1394013-6,733961700RC0001
13940144 Canada Foundation,1394014-4,732899208RC0001
13941868 Canada Foundation,1394186-8,732910807RC0001
13941884 Canada Foundation,1394188-4,734000904RC0001
13941892 Canada Foundation,1394189-2,733976906RC0001
13941965 Canada Foundation,1394196-5,733976104RC0001
13941981 Canada Foundation,1394198-1,732912605RC0001
13941990 Canada Foundation,1394199-0,733977102RC0001
13942015 Canada Foundation,1394201-5,734002108RC0001
13942031 Canada Foundation,1394203-1,734001506RC0001
13942058 Canada Foundation,1394205-8,734001100RC0001
13942074 Canada Foundation,1394207-4,732937800RC0001
13942279 Canada Foundation,1394227-9,733976708RC0001
13942287 Canada Foundation,1394228-7,732912209RC0001
13942317 Canada Foundation,1394231-7,732936802RC0001
13942333 Canada Foundation,1394233-3,732937404RC0001
13942376 Canada Foundation,1394237-6,734001704RC0001
13942406 Canada Foundation,1394240-6,732937008RC0001
13942414 Canada Foundation,1394241-4,732911409RC0001
13942422 Canada Foundation,1394242-2,733975304RC0001
13942449 Canada Foundation,1394244-9,733961908RC0001
13942465 Canada Foundation,1394246-5,732911201RC0001
13942481 Canada Foundation,1394248-1,732899406RC0001
13942503 Canada Foundation,1394250-3,732899000RC0001
13942520 Canada Foundation,1394252-0,732898804RC0001
13942554 Canada Foundation,1394255-4,732911003RC0001
13942571 Canada Foundation,1394257-1,734001902RC0001
13942597 Canada Foundation,1394259-7,732937206RC0001
13942601 Canada Foundation,1394260-1,732913009RC0001
13942619 Canada Foundation,1394261-9,732912803RC0001
13942627 Canada Foundation,1394262-7,734001308RC0001
13942635 Canada Foundation,1394263-5,732938204RC0001
13952053 CANADA CENTER,1395205-3,733408900RC0001
13992446 CANADA ASSOCIATION,1399244-6,729482406RC0001
13995356 CANADA INSTITUTE,1399535-6,729235200RC0001
Bridge C-14,1048030-4,784953481RC0001
14.digital Network,1667596-4,713984029RC0001
14006291 CANADA ASSOCIATION,1400629-1,723935508RC0001
14015258 CANADA CENTRE,1401525-8,727803603RC0001
14019164 Canada Foundation,1401916-4,728318106RC0001
14019211 Canada Foundation,1401921-1,727185407RC0001
14019245 Canada Institute,1401924-5,727170409RC0001
14019393 Canada Foundation,1401939-3,728298100RC0001
14019407 Canada Foundation,1401940-7,728289307RC0001
14019415 Canada Foundation,1401941-5,728288309RC0001
14019474 Canada Foundation,1401947-4,728289109RC0001
14021541 CANADA FOUNDATION,1402154-1,728314907RC0001
14024851 Canada Institute,1402485-1,728144106RC0001
14037782 CANADA ASSOCIATION,1403778-2,727086308RC0001
14038550 Canada Foundation,1403855-0,726970700RC0001
14038592 Canada Foundation,1403859-2,726970502RC0001
14038622 Canada Foundation,1403862-2,726970304RC0001
14046188 Canada Institute,1404618-8,726446701RC0001
14046510 Canada Association,1404651-0,725280002RC0001
14049322 CANADA FOUNDATION,1404932-2,726282106RC0001
14054733 Canada Society,1405473-3,725840300RC0001
14058453 Canada Foundation,1405845-3,725604300RC0001
14062213 Canada Foundation,1406221-3,725294508RC0001
14063449 Canada Institute,1406344-9,725303101RC0001
14069404 Canada Association,1406940-4,724894902RC0001
14069676 Canada Foundation,1406967-6,723720603RC0001
14073321 Canada Foundation,1407332-1,723430401RC0001
14077113 Canada Institute,1407711-3,723182200RC0001
14082354 Canada Center,1408235-4,722666203RC0001
14084535 CANADA FONDATION,1408453-5,722525409RC0001
14097360 Canada Institute,1409736-0,722584505RC0001
14097874 Canada Foundation,1409787-4,722481108RC0001
14111061 CANADA CENTRE,1411106-1,719653602RC0001
14120256 Canada Association,1412025-6,719935603RC0001
14125487 Canada Center,1412548-7,719472805RC0001
14126157 Canada Foundation,1412615-7,719489205RC0001
14134044 Canada Association,1413404-4,718716004RC0001
14148100 Canada Foundation,1414810-0,719062101RC0001
14157451 Canada Institute,1415745-1,718261100RC0001
14158407 Canada Centre,1415840-7,717037600RC0001
14160568 CANADA ASSOCIATION,1416056-8,718206501RC0001
14160592 CANADA ASSOCIATION,1416059-2,716935408RC0001
14167341 Canada Institute,1416734-1,717710701RC0001
14167490 Canada Institute,1416749-0,717656508RC0001
14171721 Canada Institute,1417172-1,716032404RC0001
14182235 CANADA ASSOCIATION,1418223-5,716842901RC0001
14190408 CANADA CENTRE,1419040-8,716347703RC0001
14201574 Canada Foundation,1420157-4,714396009RC0001
14202121 Canada Association,1420212-1,715590709RC0001
14202180 Canada Institute,1420218-0,714274008RC0001
14202210 Canada Institute,1420221-0,715582300RC0001
14202236 Canada Institute,1420223-6,715582102RC0001
14203984 CANADA CENTRE,1420398-4,714311008RC0001
14208307 Canada Institute,1420830-7,713757607RC0001
14214307 Canada Association,1421430-7,713356806RC0001
14214421 CANADA CENTER,1421442-1,709714208RC0001
14219686 Canada Foundation,1421968-6,714241106RC0001
14220421 Canada Foundation,1422042-1,712968809RC0001
14228308 Canada Association,1422830-8,711895904RC0001
14237226 Canada Association,1423722-6,712852300RC0001
14240391 Canada Center,1424039-1,711422600RC0001
14243811 Canada Foundation,1424381-1,711316802RC0001
14251172 Canada Association,1425117-2,708206305RC0001
14257839 Canada Foundation,1425783-9,711457705RC0001
14260074 CANADA INSTITUTE,1426007-4,711364505RC0001
14261640 Canada Society,1426164-0,711005900RC0001
14272269 CANADA ASSOCIATION,1427226-9,710333501RC0001
14275268 CANADA FOUNDATION,1427526-8,709910905RC0001
14282299 Canada Association,1428229-9,709556708RC0001
14296681 CANADA INSTITUTE,1429668-1,707527404RC0001
14319991 CANADA FOUNDATION,1431999-1,706938503RC0001
14328795 CANADA CENTRE,1432879-5,706221108RC0001
14332555 CANADA ASSOCIATION,1433255-5,704895804RC0001
14337638 Canada Foundation,1433763-8,704444009RC0001
14338944 CANADA FOUNDATION,1433894-4,705572303RC0001
14342135 CANADA INSTITUTE,1434213-5,704584309RC0001
14345053 Canada Association,1434505-3,705220101RC0001
14347013 CANADA CENTRE,1434701-3,703384800RC0001
14366948 Canada Institute,1436694-8,703548305RC0001
14368819 Canada Association,1436881-9,702336207RC0001
14369301 Canada Association,1436930-1,702240409RC0001
14371721 CANADA ASSOCIATION,1437172-1,702104407RC0001
14380622 CANADA ASSOCIATION,1438062-2,701475808RC0001
14386281 CANADA INSTITUT,1438628-1,702249905RC0001
FONDATION 144000 FOUNDATION,1247911-7,701179871RC0001
ORDRE DES 144000 PRÉMICES DES HOMMES - ORDRE DES 144000,1248995-3,799611744RC0001
The (Les)144000 Friends & Network,1612804-1,767171622RC0001
14402600 CANADA FOUNDATION,1440260-0,700073802RC0001
14409124 CANADA ASSOCIATION,1440912-4,758944946RC0001
14412656 Canada Foundation,1441265-6,799097019RC0001
14413326 CANADA CENTRE,1441332-6,700244908RC0001
14413369 CANADA CENTER,1441336-9,798955217RC0001
14417801 CANADA ASSOCIATION,1441780-1,700021108RC0001
14422082 Canada Association,1442208-2,798604013RC0001
14422180 CANADA ASSOCIATION,1442218-0,700234511RC0001
14445228 CANADA ASSOCIATION,1444522-8,796830818RC0001
14450876 Canada Center,1445087-6,796515617RC0001
14454081 Canada Centre,1445408-1,758493142RC0001
14464753 CANADA FOUNDATION,1446475-3,795543412RC0001
14472560 CANADA FOUNDATION,1447256-0,756314340RC0001
14484118 Canada Foundation,1448411-8,755951548RC0001
Studio 145 Initiative,1187263-0,733257539RC0001
14502311 CANADA ASSOCIATION,1450231-1,783214216RC0001
14514742 CANADA FOUNDATION,1451474-2,753697549RC0001
14515561 Canada Institute,1451556-1,753708940RC0001
14515889 CANADA FONDATION,1451588-9,753643949RC0001
14525990 Canada Fondation,1452599-0,790668016RC0001
14528794 CANADA FOUNDATION,1452879-4,752755546RC0001
14534077 Canada Foundation,1453407-7,790228019RC0001
14549538 Canada Foundation,1454953-8,788977619RC0001
14560698 Canada Society,1456069-8,787906817RC0001
14577990 Canada Association,1457799-0,786592410RC0001
14597371 Canada Foundation,1459737-1,781739818RC0001
14602021 Canada Foundation,1460202-1,768305815
14602552 CANADA FOUNDATION,1460255-2,784554214RC0001
14606256 Canada Association,1460625-6,784242810RC0001
14628772 Canada Association,1462877-2,744516345RC0001
14629540 CANADA SOCIETY,1462954-0,744557349RC0001
14634187 CANADA FOUNDATION,1463418-7,781761614RC0001
14640756 Canada Association,1464075-6,743261141RC0001
14643534 Canada Foundation,1464353-4,781206412RC0001
14647475 CANADA FOUNDATION,1464747-5,742719347RC0001
14647548 Canada Foundation,1464754-8,743058745RC0001
14649389 Canada Centre,1464938-9,780846614RC0001
14652983 Canada Association,1465298-3,780585410RC0001
14660331 CANADA FOUNDATION,1466033-1,742227549RC0001
14661800 Canada Center,1466180-0,779839414RC0001
14662164 Canada Association,1466216-4,779830017RC0001
14663829 Canada Association,1466382-9,779790617RC0001
14669665 Canada Foundation,1466966-5,779377811RC0001
14672011 Canada Society,1467201-1,741273544
14674031 CANADA FOUNDATION,1467403-1,778999813
14674782 CANADA FOUNDATION,1467478-2,741027940
14675860 CANADA ASSOCIATION,1467586-0,740943949
"St. Josephine Bakhita, KofC Council No.14676",1281210-0,768495269RC0001
14681401 Canada Association,1468140-1,740536347
14684184 Canada Center,1468418-4,777874017
14698959 CANADA SOCIETY,1469895-9,739037547
14700651 CANADA ASSOCIATION,1470065-1,738877745
14707770 Canada Association,1470777-0,738429141
14716868 CANADA FOUNDATION,1471686-8,737400549
14717775 CANADA FOUNDATION,1471777-5,775458813
14720474 Canada Center,1472047-4,737341347
14721179 Canada Association,1472117-9,737342345
14721586 Canada Center,1472158-6,775213614
14721764 Canada Foundation,1472176-4,775204415
14721811 Canada Foundation,1472181-1,775186612
14723350 Canada Institute,1472335-0,775241615
14723368 Canada Association,1472336-8,775187214
14723384 Canada Association,1472338-4,737176941
14723422 Canada Society,1472342-2,737108548
14723431 Canada Institute,1472343-1,737107946
14723449 Canada Institute,1472344-9,737109348
14723465 Canada Foundation,1472346-5,775116817
14723694 CANADA ASSOCIATION,1472369-4,737108944
14729421 CANADA FOUNDATION,1472942-1,736686346
14734670 Canada Foundation,1473467-0,774370811
14738641 Canada Foundation,1473864-1,735941346
14742397 Canada Foundation,1474239-7,735832149
14745477 CANADA ASSOCIATION,1474547-7,735543340
14752945 Canada Association,1475294-5,735097941
14759150 Canada Association,1475915-0,772427019
14768914 CANADA FOUNDATION,1476891-4,771873015
14770684 CANADA ASSOCIATION,1477068-4,771703816
14784774 Canada Association,1478477-4,770623015
14785185 Canada Society,1478518-5,732600747
14812018 Canada Foundation,1481201-8,768280414
14818148 Canada Association,1481814-8,767799810
14818644 CANADA ASSOCIATION,1481864-4,766940019
14840372 CANADA ASSOCIATION,1484037-2,728281148
14855086 CANADA ASSOCIATION,1485508-6,751993213RC0001
14872631 CANADA ASSOCIATION,1487263-1,763750411
14876156 Canada Foundation,1487615-6,725435143
14884698 Canada Foundation,1488469-8,724842943
14891325 CANADA INSTITUTE,1489132-5,724338348RC0001
14900341 CANADA INSTITUTE,1490034-1,723210142RC0001
14906934 Canada Association,1490693-4,761012210RC0001
14907981 Canada Association,1490798-1,722882347RC0001
14911474 Canada Foundation,1491147-4,760614412RC0001
14913825 CANADA SOCIETY,1491382-5,760536219RC0001
14918690 CANADA ASSOCIATION,1491869-0,759796212RC0001
14922000 CANADA ASSOCIATION,1492200-0,721946549RC0001
14926412 Canada Association,1492641-2,721561942RC0001
14937741 CANADA FOUNDATION,1493774-1,758779417RC0001
14942531 Canada Association,1494253-1,720613744RC0001
14950062 Canada Association,1495006-2,719996944RC0001
14957393 CANADA ASSOCIATION,1495739-3,757452610RC0001
14958578 Canada Foundation,1495857-8,756501813RC0001
14966121 Canada Association,1496612-1,717730741RC0001
14968654 Canada Association,1496865-4,717702948RC0001
14969456 Canada Foundation,1496945-6,756696613RC0001
14971701 Canada Fondation,1497170-1,755521010RC0001
14976801 Canada Association,1497680-1,717423743RC0001
14981553 CANADA ASSOCIATION,1498155-3,717949549RC0001
14992661 Canada Association,1499266-1,717158547RC0001
14992954 CANADA ASSOCIATION,1499295-4,717141345RC0001
14993357 Canada Society,1499335-7,755053410RC0001
U15 - GROUP OF CANADIAN RESEARCH UNIVERSITIES,939125-8,810482968RC0001
Take Part:150 Homes,1050491-2,783461510RC0001
15010039 CANADA FOUNDATION,1501003-9,715799144RC0001
15012287 CANADA ASSOCIATION,1501228-7,753708213RC0001
15016398 Canada Foundation,1501639-8,753290212RC0001
15021375 CANADA SOCIETY,1502137-5,783487754RC0001
15028183 CANADA FOUNDATION,1502818-3,752536615RC0001
15033870 CANADA CENTER,1503387-0,752007419RC0001
15081530 CANADA CENTER,1508153-0,710402140RC0001
15085012 CANADA ASSOCIATION,1508501-2,710054743RC0001
15092604 Canada Foundation,1509260-4,747574812RC0001
15100232 CANADA CENTRE,1510023-2,708987946RC0001
15114055 CANADA ASSOCIATION,1511405-5,707901542RC0001
15114462 Canada Society,1511446-2,745819219RC0001
15117330 CANADA FONDATION,1511733-0,745369819RC0001
15124905 CANADA SOCIETY,1512490-5,704044544RC0001
15136539 CANADA ASSOCIATION,1513653-9,706399342RC0001
15144396 Canada Association,1514439-6,743640013RC0001
15144728 Canada Institute,1514472-8,743616013RC0001
15155011 CANADA LIMITED,1515501-1,742920218RC0001
15162360 Canada Foundation,1516236-0,742149818RC0001
15182921 CANADA SOCIETY,1518292-1,702754748RC0001
15183162 CANADA ASSOCIATION,1518316-2,702746942RC0001
15200016 CANADA ASSOCIATION,1520001-6,701366346RC0001
15212600 CANADA CENTER,1521260-0,738475219RC0001
15213363 Canada Center,1521336-3,738456615RC0001
15219396 CANADA ASSOCIATION,1521939-6,700158546RC0001
152244 ASSOCIATION CANADA INC.,210379-6,108233842RC0001
15227763 Canada Association,1522776-3,736978214RC0001
15237491 Canada Center,1523749-1,736382615RC0001
15253501 CANADA FOUNDATION,1525350-1,735198814RC0001
15261406 CANADA ASSOCIATION,1526140-6,796958759RC0001
15262852 Canada Fondation,1526285-2,796782357RC0001
15268630 CANADA ASSOCIATION,1526863-0,734368012RC0001
15268753 CANADA CENTRE,1526875-3,734298615RC0001
15275822 CANADA ASSOCIATION,1527582-2,795888759RC0001
15280656 CANADA ASSOCIATION,1528065-6,795637156RC0001
15281865 CANADA ASSOCIATION,1528186-5,795599554RC0001
15283795 CANADA ASSOCIATION,1528379-5,795404557RC0001
15287138 Canada Foundation,1528713-8,732988019RC0001
15288649 CANADA ASSOCIATION,1528864-9,795051358RC0001
15294461 Canada Society,1529446-1,730901410RC0001
15296960 CANADA FONDATION,1529696-0,794354555RC0001
15298555 Canada Institute,1529855-5,732075015RC0001
15307520 Canada Foundation,1530752-0,731421012RC0001
15309417 CANADA ASSOCIATION,1530941-7,731294013RC0001
15312621 Canada Institute,1531262-1,730901014RC0001
15318106 CANADA FOUNDATION,1531810-6,792777559RC0001
15331293 CANADA ASSOCIATION,1533129-3,791558950RC0001
15343381 CANADA ASSOCIATION,1534338-1,790800353RC0001
15344808 CANADA ASSOCIATION,1534480-8,728643214RC0001
15377587 Canada Foundation,1537758-7,788223956RC0001
15381649 Canada Society,1538164-9,788146959RC0001
15386110 CANADA ASSOCIATION,1538611-0,787499151RC0001
15395984 CANADA FOUNDATION,1539598-4,783261951RC0001
15396221 CANADA CENTER,1539622-1,786869552RC0001
15403391 CANADA FOUNDATION,1540339-1,724197611RC0001
15411041 CANADA CENTRE,1541104-1,723717617RC0001
15413699 Canada Association,1541369-9,785645359RC0001
15414016 Canada Association,1541401-6,785615758RC0001
15417252 Canada Fondation,1541725-2,723295812RC0001
15417511 Canada Center,1541751-1,785327552RC0001
15423091 CANADA FOUNDATION,1542309-1,722849619RC0001
15431581 CANADA ASSOCIATION,1543158-1,784426355RC0001
15435315 CANADA ASSOCIATION,1543531-5,784119356RC0001
15437105 CANADA FOUNDATION,1543710-5,784033557RC0001
15438837 Canada Association,1543883-7,721648814RC0001
15455031 Canada Society,1545503-1,720396415RC0001
15458901 CANADA ASSOCIATION,1545890-1,782268551RC0001
15462673 CANADA ASSOCIATION,1546267-3,719737215RC0001
Chinese Martyrs Council 15463 Charity Fund,1623249-3,757389820RC0001
15480248 Canada Center,1548024-8,780613550RC0001
15486190 Canada Association,1548619-0,718317415RC0001
15488711 CANADA ASSOCIATION,1548871-1,780357158RC0001
15489130 CANADA FOUNDATION,1548913-0,718115611RC0001
15489334 CANADA INSTITUTE,1548933-4,717841415RC0001
15489857 Canada Society,1548985-7,717876411RC0001
15493960 Canada Centre,1549396-0,717491617RC0001
15497141 Canada Centre,1549714-1,717202618RC0001
15514665 Canada Centre,1551466-5,715807418RC0001
15517001 CANADA SOCIETY,1551700-1,715807616RC0001
15518261 CANADA ASSOCIATION,1551826-1,777461351RC0001
15522072 Canada Association,1552207-2,715347019RC0001
15522111 CANADA ASSOCIATION,1552211-1,715060810RC0001
15522323 CANADA CENTRE,1552232-3,777316753RC0001
15530253 CANADA ASSOCIATION,1553025-3,776637555RC0001
15531551 Canada Society,1553155-1,714320413RC0001
15545013 CANADA ASSOCIATION,1554501-3,713568418RC0001
15546885 CANADA FOUNDATION,1554688-5,775819956RC0001
15552273 CANADA FOUNDATION,1555227-3,775119753RC0001
15562422 CANADA SOCIETY,1556242-2,774355754RC0001
15563879 CANADA ASSOCIATION,1556387-9,712043017RC0001
15571634 CANADA ASSOCIATION,1557163-4,773647953RC0001
15576555 CANADA SOCIETY,1557655-5,711081018RC0001
15600561 Canada Center,1560056-1,709057012RC0001
15600847 CANADA INSTITUTE,1560084-7,771225752RC0001
15609178 Canada Association,1560917-8,770654556RC0001
15613191 Canada Association,1561319-1,770325751RC0001
15617332 CANADA SOCIETY,1561733-2,792107427RC0001
15625343 CANADA CENTER,1562534-3,767555154RC0001
15627109 Canada Association,1562710-9,706946019RC0001
15629004 CANADA FOUNDATION,1562900-4,769055351RC0001
15644399 CANADA ASSOCIATION,1564439-9,705257616RC0001
15655269 Canada Association,1565526-9,766887558RC0001
15657733 CANADA ASSOCIATION,1565773-3,766877559RC0001
15658071 Canada Foundation,1565807-1,766863757RC0001
15660441 CANADA FOUNDATION,1566044-1,766576755RC0001
15662044 CANADA ASSOCIATION,1566204-4,766577951RC0001
15663962 Canada Association,1566396-2,704195213RC0001
