Corporate Name,Corporation Number,Business Number
12746018 CANADA CENTRE,1274601-8,777573866RC0001
12747481 Canada Foundation,1274748-1,780237061RC0001
12762862 Canada Foundation,1276286-2,778859868RC0001
12762927 CANADA INSTITUT,1276292-7,778904342RC0001
12766795 CANADA ASSOCIATION,1276679-5,778667147RC0001
12772868 CANADA CENTRE,1277286-8,778054346RC0001
12773210 CANADA CENTER,1277321-0,778564344RC0001
12779412 CANADA FOUNDATION,1277941-2,776144461RC0001
12782022 Canada Association,1278202-2,776455149RC0001
12783991 Canada Association,1278399-1,776922544RC0001
12786842 CANADA ASSOCIATION,1278684-2,774993265RC0001
12787342 CANADA FOUNDATION,1278734-2,775809460RC0001
12788501 Canada Foundation,1278850-1,776967341RC0001
12790360 Canada Foundation,1279036-0,776379869RC0001
12794551 CANADA INSTITUTE,1279455-1,773116140RC0001
12795523 Canada Association,1279552-3,776451148RC0001
12796945 CANADA SOCIETY,1279694-5,776435943RC0001
12797470 CANADA FOUNDATION,1279747-0,776334948RC0001
12799481 CANADA FOUNDATION,1279948-1,762176543RC0001
12804816 Canada Society,1280481-6,775766942RC0001
12808382 CANADA FOUNDATION,1280838-2,774703664RC0001
12826119 Canada Institute,1282611-9,772355665RC0001
12835487 CANADA ASSOCIATION,1283548-7,770720266RC0001
12839687 CANADA FOUNDATION,1283968-7,771436748RC0001
12840596 Canada Institute,1284059-6,768924540RC0001
12843048 CANADA CENTRE,1284304-8,770418663RC0001
12843218 CANADA ASSOCIATION,1284321-8,770361863RC0001
12844214 Canada Foundation,1284421-4,770434868RC0001
12845156 CANADA FOUNDATION,1284515-6,771317062RC0001
12846047 Canada Foundation,1284604-7,770599868RC0001
12853809 CANADA ASSOCIATION,1285380-9,770141265RC0001
12860121 Canada Association,1286012-1,770162063RC0001
12865041 CANADA FOUNDATION,1286504-1,768962862RC0001
12871912 Canada Foundation,1287191-2,769952144RC0001
12873125 Canada Association,1287312-5,796905008RC0001
12873320 Canada Association,1287332-0,769963349RC0001
12874059 Canada Foundation,1287405-9,769973348RC0001
12882639 Canada Institute,1288263-9,768202061RC0001
12886863 CANADA FOUNDATION,1288686-3,768532749RC0001
12898632 Canada Foundation,1289863-2,767027261RC0001
12899434 Canada Foundation,1289943-4,765979745RC0001
12902001 Canada Foundation,1290200-1,767377542RC0001
12903792 CANADA ASSOCIATION,1290379-2,767633340RC0001
12905612 CANADA SOCIETY,1290561-2,766268064RC0001
12911965 Canada Foundation,1291196-5,765968268RC0001
12913348 CANADA ASSOCIATION,1291334-8,766375943RC0001
12914271 CANADA ASSOCIATION,1291427-1,765400064RC0001
12919125 CANADA ASSOCIATION,1291912-5,765408869RC0001
12921758 Canada Association,1292175-8,766483143RC0001
12926253 CANADA SOCIETY,1292625-3,765303946RC0001
12927071 Canada Association,1292707-1,766172944RC0001
12931826 CANADA ASSOCIATION,1293182-6,765748348RC0001
12933136 Canada Foundation,1293313-6,765555347RC0001
12937212 CANADA CENTRE,1293721-2,765091541RC0001
12937395 Canada Foundation,1293739-5,763195468RC0001
12962462 Canada Centre,1296246-2,763253341RC0001
12966883 CANADA ASSOCIATION,1296688-3,761163864RC0001
12968592 CANADA CENTER,1296859-2,762869345RC0001
12975271 Canada Foundation,1297527-1,761225267RC0001
12975840 Canada Foundation,1297584-0,760971465RC0001
12978628 Canada Association,1297862-8,760820464RC0001
12980185 CANADA SOCIETY,1298018-5,760797746RC0001
12980339 Canada Society,1298033-9,760827865RC0001
12981114 Canada Foundation,1298111-4,761659747RC0001
12985187 Canada Institute,1298518-7,761411545RC0001
12994267 Canada Foundation,1299426-7,760883744RC0001
ACTS 13 CHRISTIAN MINISTRIES,348686-9,892342429RC0001
CERCLE 13,779097-0,805865110RC0001
13th Round Fight for Life,1294919-9,763323268RC0001
AH13 Foundation,1494336-8,720504141RC0001
13001652 CANADA SOCIETY,1300165-2,760323147RC0001
13002101 CANADA INC.,1300210-1,797880200RC0001
13008037 Canada Association,1300803-7,758178461RC0001
13008169 Canada Foundation,1300816-9,759384340RC0001
13010261 CANADA ASSOCIATION,1301026-1,799921705RC0001
13010937 Canada Foundation,1301093-7,799771506RC0001
13018733 Canada Foundation,1301873-3,799224506RC0001
Fondation 1303 Greene,1570005-1,763593951RC0001
13035417 CANADA FOUNDATION,1303541-7,798834404RC0001
13051722 Canada Centre,1305172-2,797339207RC0001
13052958 Canada Foundation,1305295-8,797608809RC0001
13058751 Canada Institute,1305875-1,796897809RC0001
13076652 Canada Centre,1307665-2,795741701RC0001
13079023 Canada Association,1307902-3,795792506RC0001
13089754 Canada Association,1308975-4,795026608RC0001
13101541 Canada Center,1310154-1,794006205RC0001
13103218 Canada Centre,1310321-8,794099903RC0001
13103463 Canada Foundation,1310346-3,793964206RC0001
13103781 Canada Foundation,1310378-1,793964008RC0001
13105326 CANADA ASSOCIATION,1310532-6,793696808RC0001
13112918 Canada Society,1311291-8,793178708RC0001
13121623 Canada Association,1312162-3,792524407RC0001
13124291 CANADA FOUNDATION,1312429-1,792304305RC0001
131274 Association Canada inc.,166846-3,875612061RC0001
13131408 CANADA FOUNDATION,1313140-8,791475908RC0001
13131556 CANADA FOUNDATION,1313155-6,791483308RC0001
13139603 Canada Association,1313960-3,779280601RC0001
13144062 CANADA ASSOCIATION,1314406-2,790852404RC0001
131459 Association Canada Inc.,184343-5,875611865RC0001
13146430 Canada Foundation,1314643-0,790642706RC0001
13148998 CANADA FONDATION,1314899-8,790420400RC0001
13150496 Canada Centre,1315049-6,790281901RC0001
13196321 CANADA ASSOCIATION,1319632-1,777542705RC0001
13210693 Canada Foundation,1321069-3,786344705RC0001
13218147 Canada Foundation,1321814-7,785733601RC0001
13219291 Canada Association,1321929-1,785724600RC0001
13222811 Canada Center,1322281-1,785076407RC0001
13223701 Canada Institute,1322370-1,785353608RC0001
13225241 CANADA FOUNDATION,1322524-1,785373101RC0001
13234169 Canada Foundation,1323416-9,784813701RC0001
13237729 CANADA CENTER,1323772-9,784477903RC0001
13241262 Canada Association,1324126-2,784273104RC0001
13242951 CANADA ASSOCIATION,1324295-1,784021107RC0001
13255425 Canada Society,1325542-5,783413701RC0001
13258211 Canada Foundation,1325821-1,783215304RC0001
13260895 CANADA ASSOCIATION,1326089-5,782926000RC0001
13268675 CANADA FOUNDATION,1326867-5,782542104RC0001
13271501 CANADA SOCIETY,1327150-1,782318505RC0001
13273199 CANADA CENTRE,1327319-9,782068209RC0001
13297063 CANADA ASSOCIATION,1329706-3,780707105RC0001
13315878 Canada Foundation,1331587-8,779185602RC0001
13316238 Canada Association,1331623-8,779192400RC0001
13337685 Canada Association,1333768-5,777747205RC0001
13340422 Canada Foundation,1334042-2,777629205RC0001
13341518 Canada Foundation,1334151-8,777859307RC0001
13342204 Canada Centre,1334220-4,777785304RC0001
13359751 Canada Society,1335975-1,776402604RC0001
13360504 Canada Foundation,1336050-4,776339608RC0001
13366570 Canada Foundation,1336657-0,776293904RC0001
13379256 Canada Association,1337925-6,775419104RC0001
13383881 CANADA CENTRE,1338388-1,774502108RC0001
13385728 CANADA FOUNDATION,1338572-8,774526602RC0001
13385914 Canada Foundation,1338591-4,774928303RC0001
13390365 CANADA ASSOCIATION,1339036-5,774124606RC0001
13395430 CANADA FOUNDATION,1339543-0,774083109RC0001
13404552 CANADA ASSOCIATION,1340455-2,773229406RC0001
13412571 CANADA CENTER,1341257-1,772705000RC0001
13418456 CANADA SOCIETY,1341845-6,772830105RC0001
13432467 Canada Centre,1343246-7,771191004RC0001
13438163 Canada Association,1343816-3,770946200RC0001
13440168 Canada Foundation,1344016-8,771355104RC0001
13444473 CANADA FOUNDATION,1344447-3,771101904RC0001
13457508 CANADA SOCIETY,1345750-8,770052108RC0001
13458326 CANADA FOUNDATION,1345832-6,770102507RC0001
13469085 Canada Foundation,1346908-5,768570608RC0001
13476138 Canada Association,1347613-8,768056400RC0001
13480666 Canada Association,1348066-6,768288102RC0001
13482685 Canada Foundation,1348268-5,767640402RC0001
13500110 CANADA SOCIETY,1350011-0,766476600RC0001
13500136 Canada Foundation,1350013-6,766217202RC0001
13501094 Canada Society,1350109-4,766421200RC0001
13506096 CANADA ASSOCIATION,1350609-6,765933809RC0001
13508960 CANADA ASSOCIATION,1350896-0,766292700RC0001
13512002 Canada Association,1351200-2,766367304RC0001
13513955 CANADA ASSOCIATION,1351395-5,766252506RC0001
13521800 Canada Foundation,1352180-0,765703301RC0001
13539288 CANADA SOCIETY,1353928-8,763764701RC0001
13549461 CANADA ASSOCIATION,1354946-1,762969202RC0001
13552314 CANADA FOUNDATION,1355231-4,763652906RC0001
13553159 Canada Association,1355315-9,763624509RC0001
13573281 CANADA FOUNDATION,1357328-1,760302604RC0001
13576051 Canada Institute,1357605-1,761037407RC0001
13583368 Canada Institute,1358336-8,761346907RC0001
13583465 Canada Institute,1358346-5,761346709RC0001
13584887 Canada Foundation,1358488-7,760389403RC0001
13599299 Canada Society,1359929-9,758437404RC0001
13599876 Canada Institute,1359987-6,759619000RC0001
13600815 Canada Foundation,1360081-5,760344705RC0001
13608867 Canada Association,1360886-7,754205904RC0001
13608948 Canada Institute,1360894-8,758965800RC0001
13612040 CANADA FOUNDATION,1361204-0,759439706RC0001
13619885 CANADA CENTER,1361988-5,758005607RC0001
13626873 Canada Association,1362687-3,758367502RC0001
13629988 Canada Association,1362998-8,757478805RC0001
13642992 CANADA FOUNDATION,1364299-2,757511506RC0001
13678539 Canada Centre,1367853-9,744765900RC0001
13685136 CANADA ASSOCIATION,1368513-6,753504505RC0001
13697614 Canada Fondation,1369761-4,750708802RC0001
13703983 Canada Foundation,1370398-3,752271809RC0001
13704611 Canada Association,1370461-1,753185305RC0001
13705005 CANADA CENTRE,1370500-5,752312603RC0001
13705161 CANADA ASSOCIATION,1370516-1,751460304RC0001
13709680 Canada Association,1370968-0,752869701RC0001
13711005 CANADA FOUNDATION,1371100-5,751830001RC0001
13725162 CANADA INSTITUTE,1372516-2,750744005RC0001
13725171 Canada Foundation,1372517-1,750743809RC0001
13728412 Canada Society,1372841-2,Not Available
13750787 Canada Center,1375078-7,749136206RC0001
13760235 Canada Association,1376023-5,749224705RC0001
13766918 Canada Foundation,1376691-8,747889004RC0001
13770885 CANADA FONDATION,1377088-5,748481108RC0001
13772861 CANADA CENTER,1377286-1,747363208RC0001
13775666 CANADA SOCIETY,1377566-6,748303708RC0001
13787028 CANADA FOUNDATION,1378702-8,746379403RC0001
13800644 CANADA ASSOCIATION,1380064-4,746448307RC0001
13803210 Canada Centre,1380321-0,745301002RC0001
13809412 CANADA ASSOCIATION,1380941-2,745807701RC0001
13809684 CANADA FOUNDATION,1380968-4,744603804RC0001
13813878 Canada Foundation,1381387-8,744169608RC0001
13820122 CANADA FONDATION,1382012-2,743798605RC0001
13820670 CANADA CENTRE,1382067-0,744888504RC0001
13833712 Canada Center,1383371-2,743764508RC0001
13837963 Canada Association,1383796-3,743618308RC0001
13839966 Canada Institute,1383996-6,742516008RC0001
13840832 Canada Center,1384083-2,742417603RC0001
13842622 CANADA FOUNDATION,1384262-2,742764509RC0001
13843734 CANADA ASSOCIATION,1384373-4,743085904RC0001
13848051 Canada Foundation,1384805-1,741779409RC0001
13853381 Canada Association,1385338-1,742410301RC0001
13863191 Canada Foundation,1386319-1,740639604RC0001
13863255 Canada Centre,1386325-5,741719306RC0001
13865291 CANADA CENTRE,1386529-1,741570105RC0001
13865606 Canada Foundation,1386560-6,741569701RC0001
13866831 Canada Foundation,1386683-1,741402507RC0001
13867081 Canada Association,1386708-1,738717008RC0001
13874630 CANADA ASSOCIATION,1387463-0,740784509RC0001
13879071 CANADA FOUNDATION,1387907-1,738799600RC0001
13880362 Canada Institute,1388036-2,739787505RC0001
13884104 Canada Foundation,1388410-4,739726701RC0001
13889751 Canada Foundation,1388975-1,737966200RC0001
13889831 Canada Society,1388983-1,737924803RC0001
13893561 Canada Association,1389356-1,738490101RC0001
13894240 Canada Center,1389424-0,737457408RC0001
13901092 CANADA FOUNDATION,1390109-2,736726407RC0001
13902561 Canada Foundation,1390256-1,737677302RC0001
13904504 Canada Foundation,1390450-4,737453506RC0001
13905632 Canada Foundation,1390563-2,737362905RC0001
13905691 Canada Foundation,1390569-1,737392704RC0001
13906167 Canada Foundation,1390616-7,736199605RC0001
13907970 Canada Foundation,1390797-0,736124009RC0001
13907988 Canada Foundation,1390798-8,736123803RC0001
13908216 Canada Foundation,1390821-6,737045708RC0001
13908259 Canada Foundation,1390825-9,735978009RC0001
13912493 CANADA SOCIETY,1391249-3,733298806RC0001
13915794 CANADA ASSOCIATION,1391579-4,735353807RC0001
13917070 Canada Foundation,1391707-0,735744708RC0001
13917151 Canada Foundation,1391715-1,735744500RC0001
13921221 Canada Foundation,1392122-1,735715104RC0001
13922804 Canada Society,1392280-4,735715500RC0001
13923789 Canada Foundation,1392378-9,735453102RC0001
13936414 Canada Society,1393641-4,733508402RC0001
13938085 Canada Foundation,1393808-5,732938808RC0001
13938191 Canada Foundation,1393819-1,732939004RC0001
13938221 Canada Foundation,1393822-1,733826101RC0001
13938247 Canada Foundation,1393824-7,734002702RC0001
13938263 Canada Foundation,1393826-3,732938600RC0001
13938310 Canada Foundation,1393831-0,734002504RC0001
13938344 Canada Foundation,1393834-4,732938402RC0001
13938352 Canada Foundation,1393835-2,734139900RC0001
13938361 Canada Foundation,1393836-1,733825905RC0001
13938387 Canada Foundation,1393838-7,732765201RC0001
13938417 Canada Foundation,1393841-7,733825707RC0001
13939995 Canada Foundation,1393999-5,733976302RC0001
13940012 Canada Foundation,1394001-2,732938006RC0001
13940039 Canada Foundation,1394003-9,733962104RC0001
13940047 Canada Foundation,1394004-7,733961502RC0001
13940055 Canada Foundation,1394005-5,732898408RC0001
13940063 Canada Foundation,1394006-3,733961106RC0001
13940071 Canada Foundation,1394007-1,732910609RC0001
13940110 Canada Foundation,1394011-0,733974901RC0001
13940136 Canada Foundation,1394013-6,733961700RC0001
13940144 Canada Foundation,1394014-4,732899208RC0001
13941868 Canada Foundation,1394186-8,732910807RC0001
13941884 Canada Foundation,1394188-4,734000904RC0001
13941892 Canada Foundation,1394189-2,733976906RC0001
13941965 Canada Foundation,1394196-5,733976104RC0001
13941981 Canada Foundation,1394198-1,732912605RC0001
13941990 Canada Foundation,1394199-0,733977102RC0001
13942015 Canada Foundation,1394201-5,734002108RC0001
13942031 Canada Foundation,1394203-1,734001506RC0001
13942058 Canada Foundation,1394205-8,734001100RC0001
13942074 Canada Foundation,1394207-4,732937800RC0001
13942279 Canada Foundation,1394227-9,733976708RC0001
13942287 Canada Foundation,1394228-7,732912209RC0001
13942317 Canada Foundation,1394231-7,732936802RC0001
13942333 Canada Foundation,1394233-3,732937404RC0001
13942376 Canada Foundation,1394237-6,734001704RC0001
13942406 Canada Foundation,1394240-6,732937008RC0001
13942414 Canada Foundation,1394241-4,732911409RC0001
13942422 Canada Foundation,1394242-2,733975304RC0001
13942449 Canada Foundation,1394244-9,733961908RC0001
13942465 Canada Foundation,1394246-5,732911201RC0001
13942481 Canada Foundation,1394248-1,732899406RC0001
13942503 Canada Foundation,1394250-3,732899000RC0001
13942520 Canada Foundation,1394252-0,732898804RC0001
13942554 Canada Foundation,1394255-4,732911003RC0001
13942571 Canada Foundation,1394257-1,734001902RC0001
13942597 Canada Foundation,1394259-7,732937206RC0001
13942601 Canada Foundation,1394260-1,732913009RC0001
13942619 Canada Foundation,1394261-9,732912803RC0001
13942627 Canada Foundation,1394262-7,734001308RC0001
13942635 Canada Foundation,1394263-5,732938204RC0001
13952053 CANADA CENTER,1395205-3,733408900RC0001
13956695 Canada Foundation,1395669-5,731934204RC0001
13977889 Canada Foundation,1397788-9,731561106RC0001
13992446 CANADA ASSOCIATION,1399244-6,729482406RC0001
13995356 CANADA INSTITUTE,1399535-6,729235200RC0001
Bridge C-14,1048030-4,784953481RC0001
14.digital Network,1667596-4,713984029RC0001
14001893 Canada Centre,1400189-3,729846709RC0001
14006291 CANADA ASSOCIATION,1400629-1,723935508RC0001
14009461 CANADA FOUNDATION,1400946-1,728329608RC0001
14015258 CANADA CENTRE,1401525-8,727803603RC0001
14019164 Canada Foundation,1401916-4,728318106RC0001
14019211 Canada Foundation,1401921-1,727185407RC0001
14019245 Canada Institute,1401924-5,727170409RC0001
14019393 Canada Foundation,1401939-3,728298100RC0001
14019407 Canada Foundation,1401940-7,728289307RC0001
14019415 Canada Foundation,1401941-5,728288309RC0001
14019474 Canada Foundation,1401947-4,728289109RC0001
14021541 CANADA FOUNDATION,1402154-1,728314907RC0001
14024851 Canada Institute,1402485-1,728144106RC0001
14037782 CANADA ASSOCIATION,1403778-2,727086308RC0001
14038550 Canada Foundation,1403855-0,726970700RC0001
14038592 Canada Foundation,1403859-2,726970502RC0001
14038622 Canada Foundation,1403862-2,726970304RC0001
14040040 CANADA FOUNDATION,1404004-0,725762801RC0001
14042590 Canada Foundation,1404259-0,726562309RC0001
14046188 Canada Institute,1404618-8,726446701RC0001
14046510 Canada Association,1404651-0,725280002RC0001
14049322 CANADA FOUNDATION,1404932-2,726282106RC0001
14054733 Canada Society,1405473-3,725840300RC0001
14058453 Canada Foundation,1405845-3,725604300RC0001
14058488 CANADA FOUNDATION,1405848-8,725568703RC0001
14062213 Canada Foundation,1406221-3,725294508RC0001
14062876 Canada Foundation,1406287-6,725302905RC0001
14063449 Canada Institute,1406344-9,725303101RC0001
14069404 Canada Association,1406940-4,724894902RC0001
14069676 Canada Foundation,1406967-6,723720603RC0001
14073321 Canada Foundation,1407332-1,723430401RC0001
14075358 Canada Association,1407535-8,723220000RC0001
14077113 Canada Institute,1407711-3,723182200RC0001
14082354 Canada Center,1408235-4,722666203RC0001
14084535 CANADA FONDATION,1408453-5,722525409RC0001
14089081 Canada Institute,1408908-1,722274206RC0001
14097360 Canada Institute,1409736-0,722584505RC0001
14097874 Canada Foundation,1409787-4,722481108RC0001
14111061 CANADA CENTRE,1411106-1,719653602RC0001
14120256 Canada Association,1412025-6,719935603RC0001
14122232 CANADA FOUNDATION,1412223-2,720945104RC0001
14125487 Canada Center,1412548-7,719472805RC0001
14126157 Canada Foundation,1412615-7,719489205RC0001
14134044 Canada Association,1413404-4,718716004RC0001
14137477 CANADA FOUNDATION,1413747-7,718496607RC0001
14148100 Canada Foundation,1414810-0,719062101RC0001
14157451 Canada Institute,1415745-1,718261100RC0001
14158237 CANADA FOUNDATION,1415823-7,716987805RC0001
14158407 Canada Centre,1415840-7,717037600RC0001
14160568 CANADA ASSOCIATION,1416056-8,718206501RC0001
14160592 CANADA ASSOCIATION,1416059-2,716935408RC0001
14167341 Canada Institute,1416734-1,717710701RC0001
14167490 Canada Institute,1416749-0,717656508RC0001
